適用規格,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,孔口標高,総掘進長,柱状図様式,掘進角度,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,N値記録用具_コード,ポンプ_名称,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,色調_色調名,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,バージョン変換情報,ボーリング連番,調査期間_開始年月日,掘進方向,地盤勾配,ハンマー落下用具_名称,N値記録用具_名称,櫓種類コード,岩石土区分_岩相,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,試料採取_上端深度,試料採取_下端深度,試料採取_採取方法コード,試料採取_試料番号,試料採取_採取方法
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-49,1177,136,19,17.759,36,17,54.743,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-09-01,不明,不明,不明,不明,不明,8,18.1,1,0,不明,9,不明,9,9,不明,018.10,泥岩,1,Ms,111300002,018.10,暗灰色,018.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1173,1973-08-31,0,0,不明,その他,9,,014.00,016.40,粘土分含む。礫φ2～20m/m\n,018.10,50,10,018.10,0,0,14.00,14.77,250,5,T
JIS A 0206-2008,小松バイパス(八幡～花坂)地質調査作業,01,05,54364369007,8,136,29,25.21653,36,23,11.16748,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1982-12-01,北国鑿泉株式会社,不明,不明,不明,不明,23.12,5,1,0,不明,9,不明,9,9,不明,5.00,不明,1,S-M,531213003,5.00,不明,5.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363382001,15,136,24,34.34719,36,19,33.38334,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,6.77,9,1,0,不明,9,不明,4,9,不明,9.00,軟岩､風化岩,1,GF,531100000,9.00,灰褐,9.00,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369013,18,136,29,36.61489,36,23,30.36519,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,26.59,14,1,0,不明,9,不明,3,9,不明,14.00,軟岩､風化岩,1,,,14.00,灰白,6.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,梯川樋管地質調査,08,21,54364396004,2,136,27,18.42139,36,24,55.03956,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1987-10-01,山下産業,不明,不明,不明,不明,1.82,36,1,0,不明,9,不明,4,9,不明,36.00,砂,1,S,531211000,36.00,黄褐,36.15,50,24,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその2),01,01,54364398001,5,136,28,41.91619,36,24,56.04766,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1991-02-01,株式会社ホクコク地水,不明,不明,不明,不明,2.88,22,1,0,不明,9,不明,4,9,不明,22.00,礫質土,1,GF,531100000,22.00,青灰,22.15,50,22,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,梯川樋管地質調査,08,21,54364396005,2,136,27,18.42139,36,24,55.03956,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1987-10-01,山下産業,不明,不明,不明,不明,2.18,42,1,0,不明,9,不明,4,9,不明,42.00,砂,1,S,531211000,42.00,褐,42.15,50,21,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369012,18,136,29,35.81484,36,23,32.96475,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,15.64,5,1,0,不明,9,不明,3,9,不明,7.00,軟岩､風化岩,1,,,7.00,緑灰,5.00,50,2,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-48,1177,136,19,16.169,36,17,55.122,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-31,不明,不明,不明,不明,不明,8,18,1,0,不明,9,不明,9,9,不明,018.00,泥岩(砂質粘土,1,SC,531231040,018.00,青灰色,017.00,40,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1172,1973-08-28,0,0,不明,その他,9,599200001,015.90,016.60,細砂含む\n,018.00,40,30,018.00,0,0,14.00,14.75,250,5,T
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364379003,18,136,29,29.5143,36,24,0.16021,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,4.48,10,1,0,不明,9,不明,3,9,不明,10.00,軟岩､風化岩,1,S,531211000,10.00,灰,10.00,50,1,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(黒瀬～南郷)地質調査業務委託,01,01,54363257007,11,136,20,31.27756,36,18,7.68921,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1988-08-01,木村建設(株),不明,不明,不明,不明,8.11,22.5,1,0,不明,9,不明,2,9,不明,22.50,シルト混り礫質土,1,S,531211000,22.50,暗灰,21.65,51,20,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,熊坂町地区(南郷拡幅)地質調査業務委託,01,02,54363233003,6,136,17,38.89678,36,17,7.59161,09,1,1,5436,32,43,建設省北陸地方建設局金沢工事事務所,1999-03-01,基礎地盤コンサルタンツ(株),不明,不明,不明,不明,12.35,18.26,1,0,不明,9,不明,4,9,不明,18.26,軟岩､風化岩,1,C,532100000,18.26,暗緑灰,18.15,50,11,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,9.00,9.70,250,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,30-F-28,1177,136,27,36.876,36,21,50.008,02,1,1,5436,43,36,建設省金沢工事々務所調査二課,1973-03-19,不明,不明,不明,不明,不明,19,15,1,0,不明,9,不明,9,9,不明,015.00,流紋岩,1,Ry,221112000,015.00,茶灰色,010.15,50,02,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1157,1973-03-16,0,0,不明,その他,9,599200003,008.70,015.00,風化した流紋岩でコアは崩れ易く破片状となりコアの採取率は低い\n,015.00,50,02,015.00,0,0,,,,,
JIS A 0206-2008,単価契約調査小松バイパス(八幡跨道橋),01,05,54364369023,3,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1992-07-01,(株)ホクコク地水,不明,不明,不明,不明,23.25,16,1,0,不明,9,不明,4,9,不明,16.00,軟岩､風化岩,1,,,16.00,黄褐,13.15,50,0,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369022,18,136,29,35.415,36,23,29.96518,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,28.7,13,1,0,不明,9,不明,3,9,不明,15.00,軟岩､風化岩,1,S,531211000,15.00,灰,10.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(加賀市黒瀬町地内),01,01,54363257009,2,136,20,29.77782,36,18,6.08935,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1991-02-01,株式会社ホクコク地水,不明,不明,不明,不明,8.94,18,1,0,不明,9,不明,4,9,不明,18.00,軟岩､風化岩,1,GF,531100000,18.00,暗緑灰,18.15,50,25,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松市矢田野第一保育所用地地質調査工事,18,21,30-E-31,1177,136,25,48.218,36,20,40.063,02,1,1,5436,43,14,建設省金沢工事事務所調査二課,1973-06-06,不明,不明,不明,不明,不明,5,20,1,0,不明,9,不明,9,9,不明,020.00,凝灰岩,1,Tf,531211000,020.00,青灰色,018.00,50,06,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1140,1973-06-02,0,0,不明,その他,9,221020300,013.20,018.30,粘質強く多い\n,020.00,50,06,020.00,0,0,,,,,
JIS A 0206-2008,小松バイパス八幡の堤漏水対策業務委託,01,06,54364369008,2,136,29,38.11466,36,23,32.96488,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-01-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,22.23,12.05,1,0,不明,9,不明,4,9,不明,12.05,軟岩､風化岩,1,MS,532110020,12.05,淡灰,12.05,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡地内),01,12,54364369034,3,136,29,26.91582,36,23,26.0653,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1991-10-01,株式会社ホクコク地水,不明,不明,不明,不明,42.07,18,1,0,不明,9,不明,3,9,不明,18.00,軟岩､風化岩,1,C,532100000,18.00,暗褐,18.10,50,21,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369020,18,136,29,34.91522,36,23,25.66581,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,25.24,9,1,0,不明,9,不明,3,9,不明,9.00,軟岩､風化岩,1,S,531211000,9.00,黄灰褐,9.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス東山地区土質調査作業,01,05,54364348005,5,136,28,32.42141,36,22,28.4709,09,1,1,5436,43,48,建設省北陸地方建設局金沢工事事務所,1982-09-01,(株)日本パブリックエンジニァリング,不明,不明,不明,不明,21.33,8,1,0,不明,9,不明,9,9,不明,8.00,不明,1,G-C,531113004,8.00,不明,4.15,4,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス八幡の堤漏水対策業務委託,01,06,54364369009,2,136,29,37.4147,36,23,33.36478,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-01-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,15,4.05,1,0,不明,9,不明,4,9,不明,4.05,軟岩､風化岩,1,S,531211000,4.05,淡灰,4.05,50,6,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-45,1177,136,19,16.07,36,17,54.403,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-19,不明,不明,不明,不明,不明,8,18.3,1,0,不明,9,不明,9,9,不明,018.30,泥岩,1,Ms,111300002,018.30,暗灰色,018.00,50,05,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1169,1973-08-17,0,0,不明,その他,9,599200001,014.70,017.00,ボロボロしている。\n,018.30,50,05,018.30,0,0,16.55,17.00,250,6,T
JIS A 0206-2008,小松バイパス東山地区土質調査作業,01,05,54364358001,5,136,28,54.41933,36,22,44.36973,09,1,1,5436,43,58,建設省北陸地方建設局金沢工事事務所,1982-09-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,44.9,20,1,0,不明,9,不明,9,9,不明,20.00,不明,1,S,531211000,20.00,不明,20.15,22,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,16.00,16.50,100,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,30-E-35,1177,136,25,42.27,36,20,13.116,02,1,1,5436,43,04,建設省金沢工事事務所調査二課,1973-03-15,不明,不明,不明,不明,不明,8,11.18,1,0,不明,9,不明,9,9,不明,011.18,凝灰岩,1,Tf,532120000,011.18,青灰色～灰色,011.15,50,03,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1141,1973-03-14,0,0,不明,その他,9,221020300,006.70,011.18,細片状あるいは棒状コアーとなる\n岩片は硬質である\n,011.18,50,03,011.18,0,0,,,,,
JIS A 0206-2008,地質調査作業単価契約(防災160号～8号),01,10,54363233001,7,136,17,29.49886,36,16,45.39418,09,1,1,5436,32,33,建設省北陸地方建設局金沢工事事務所,1993-01-01,(株)ホクコク地水,不明,不明,不明,不明,22.32,13,1,0,不明,9,不明,4,9,不明,13.00,軟岩､風化岩,1,S-M,531213003,13.00,暗緑灰,13.10,50,11,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,3.00,3.80,250,,
JIS A 0206-2008,地質調査作業単価契約(加賀市黒瀬町地内),01,01,54363257008,2,136,20,22.77879,36,18,2.78951,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1991-02-01,株式会社ホクコク地水,不明,不明,不明,不明,11.15,10,1,0,不明,9,不明,4,9,不明,10.00,軟岩､風化岩,1,C,532100000,10.00,暗緑灰,10.15,50,12,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その2),01,01,54364369031,5,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-02-01,(株)ホクコク地水,不明,不明,不明,不明,24.13,17,1,0,不明,9,不明,4,9,不明,17.00,軟岩､風化岩,1,S-M,531213003,17.00,淡黄,17.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(南郷～花房)地質調査,01,13,54363255009,10,136,18,37.18987,36,17,44.78896,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1989-12-01,日本工営株式会社,不明,不明,不明,不明,39.97,20,1,0,不明,9,不明,3,9,不明,20.00,軟岩､風化岩,1,SM,531231030,20.00,暗灰,20.00,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,単価契約調査小松バイパス(八幡跨道橋),01,05,54364369025,3,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1992-07-01,(株)ホクコク地水,不明,不明,不明,不明,15.63,10,1,0,不明,9,不明,4,9,不明,10.00,軟岩､風化岩,1,,,10.00,褐,7.00,50,0,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369019,18,136,29,37.61501,36,23,25.86593,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,32.35,15,1,0,不明,9,不明,3,9,不明,15.00,軟岩､風化岩,1,S-M,531213003,15.00,灰,15.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369018,18,136,29,35.61513,36,23,26.46573,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,21.26,8,1,0,不明,9,不明,3,9,不明,8.00,軟岩､風化岩,1,C,532100000,8.00,黄灰,4.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,単価契約調査小松バイパス(八幡跨道橋),01,05,54364369024,3,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1992-07-01,(株)ホクコク地水,不明,不明,不明,不明,23.13,11,1,0,不明,9,不明,4,9,不明,11.00,軟岩､風化岩,1,,,11.00,緑灰,9.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(南郷～花房)地質調査,01,12,54363255008,10,136,18,41.38952,36,17,44.3891,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1989-12-01,日本工営株式会社,不明,不明,不明,不明,11.76,12,1,0,不明,9,不明,3,9,不明,12.05,軟岩､風化岩,1,C,532100000,12.05,暗灰,12.00,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(防災160号～8号),01,10,54363223001,7,136,17,22.29992,36,16,38.19494,09,1,1,5436,32,33,建設省北陸地方建設局金沢工事事務所,1993-01-01,(株)ホクコク地水,不明,不明,不明,不明,22.8,6,1,0,不明,9,不明,4,9,不明,6.00,軟岩､風化岩,1,G,531111000,6.00,暗灰,6.00,50,6,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その3),01,05,54364369026,3,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-03-01,(株)ホクコク地水,不明,不明,不明,不明,26.88,11,1,0,不明,9,不明,4,9,不明,11.00,軟岩､風化岩,1,MS,532110020,11.00,淡灰,11.15,50,20,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その2),01,01,54364369032,5,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-02-01,(株)ホクコク地水,不明,不明,不明,不明,23.09,16,1,0,不明,9,不明,4,9,不明,16.00,軟岩､風化岩,1,S-M,531213003,16.00,黄灰,16.15,50,6,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス東山地区他1件土質調査,01,05,54364348003,5,136,28,49.41982,36,22,39.57017,09,1,1,5436,43,58,建設省北陸地方建設局金沢工事事務所,1982-03-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,16.17,21,1,0,不明,9,不明,9,9,不明,21.00,不明,1,SF,,21.00,不明,21.00,50,29,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,3.00,3.50,100,,
JIS A 0206-2008,小松バイパス花坂地質調査作業,01,05,54364348002,11,136,28,35.42113,36,22,30.07082,09,1,1,5436,43,58,建設省北陸地方建設局金沢工事事務所,1983-09-01,金沢鑿泉株式会社,不明,不明,不明,不明,22.76,7,1,0,不明,9,不明,9,9,不明,7.00,不明,1,,,7.00,不明,7.15,50,26,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,手取川ダム貯水池堆積土砂調査作業,18,06,54362550001,4,136,37,48.3802,36,12,45.1509,09,1,1,5436,25,50,建設省北陸地方建設局金沢工事事務所,1999-03-01,(株)日本パブリック北陸支社,不明,不明,不明,不明,426.1,5.8,1,0,不明,9,不明,9,9,不明,5.80,砂質シルト,1,MS,532110020,5.80,灰,5.15,0,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,5.00,5.50,250,,
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その2),01,01,54364369033,5,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-02-01,(株)ホクコク地水,不明,不明,不明,不明,15.06,8,1,0,不明,9,不明,4,9,不明,8.00,軟岩､風化岩,1,S-M,531213003,8.00,白灰,8.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松B.P(林町～二ッ梨町)地質調査作業,01,01,54363393003,8,136,25,0.94401,36,19,49.78192,09,1,1,5436,33,93,建設省北陸地方建設局金沢工事事務所,1987-06-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,9.03,17.23,1,0,不明,9,不明,4,9,不明,17.23,軟岩､風化岩,1,GF,531100000,17.23,青灰,17.05,50,18,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡～花坂)地質調査作業,01,05,54364359008,8,136,29,24.21662,36,23,9.56765,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1982-12-01,北国鑿泉株式会社,不明,不明,不明,不明,27.4,9,1,0,不明,9,不明,9,9,不明,9.00,不明,1,GF,531100000,9.00,不明,9.15,50,24,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389003,7,136,29,20.61425,36,24,24.25588,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,2.67,22,1,0,不明,9,不明,4,9,不明,22.00,硬岩,1,HR,999010002,22.00,淡緑灰,22.15,50,3,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,14.00,14.50,100,,
JIS A 0206-2008,鶴来バイパス(手取川橋)ボーリング調査,18,21,28-I-6,1177,136,37,48.032,36,26,21.172,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1976-07-14,不明,不明,不明,不明,不明,90,13.1,1,0,不明,9,不明,9,9,不明,013.10,軽石質凝灰岩,1,Ptf,,013.10,淡紫緑灰色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1083,1976-07-12,0,0,不明,その他,9,221024300,004.10,013.10,軽石分を多量に含有し、粗砂状を呈する部分がある\n深度6～8mは赤茶色を帯てキレツが若干めだっている\n他の部分はキレツが発達していないので棒状コアとなっている\nコア採取率は97%であるので岩質状態は良好と判定できる\n最大コア長40cm\n,013.10,,,013.10,0,0,,,,,
JIS A 0206-2008,梯川土質調査作業,18,21,29-F-4,1177,136,26,47.853,36,24,57.305,02,1,1,5436,43,95,建設省金沢工事事務所調査一課,1979-09-17,不明,不明,不明,不明,不明,2,15.3,1,0,不明,9,不明,9,9,不明,015.30,粘土と砂質シルトの互層,1,FS-M,531213303,015.30,暗灰色,015.15,08,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1097,1979-09-13,0,0,不明,その他,9,599200003,014.10,015.30,粘土と砂質シルトの互層であり腐植土を挟在する\n,015.30,08,30,015.30,0,0,13.00,13.30,100,7,P
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363383006,15,136,24,39.54657,36,19,35.18331,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,7.91,11.5,1,0,不明,9,不明,2,9,不明,11.50,軟岩､風化岩,1,S,531211000,11.50,褐灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松市立犬丸小学校内地質調査,18,21,28-F-27,1177,136,27,34.118,36,25,38.881,02,1,1,5436,53,16,建設省金沢工事事務所調査二課,1965-03-10,不明,不明,不明,不明,不明,2,28.5,1,0,不明,9,不明,9,9,不明,028.50,砂,1,S,531211000,028.50,黄褐色,028.15,50,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1040,1965-03-07,0,0,不明,その他,9,599200003,025.60,028.50,中粒砂\n含水分多量\n腐植物極く少量混入\n,028.50,50,30,028.50,0,0,,,,,
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-45,1177,136,29,9.207,36,26,25.728,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1978-06-30,不明,不明,不明,不明,不明,6,14.45,1,0,不明,9,不明,9,9,不明,014.45,礫混り砂,1,S-G,531212000,014.45,褐灰色,014.15,33,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1054,1978-06-27,0,0,不明,その他,9,,014.00,014.45,粘土混るφ2～10m/mの礫\n,014.45,33,30,014.45,0,0,,,,,
