適用規格,事業工事名,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,調査位置住所,コード1次,コード2次,コード3次,発注機関名称,テクリスコード,調査期間_開始年月日,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,エンジン_能力,エンジン_単位,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,ポンプ_名称,ポンプ_能力,ポンプ_単位,櫓種類コード,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石土記号,岩石土区分_岩石群コード,岩石土区分_岩石,色調_下端深度,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_開始深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_孔内水位,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_水位種別備考,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護方法,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,フリー情報,岩石土区分_岩相,標準貫入試験_備考,掘進方向,相対密度_状態,試料採取_採取方法,取得方法説明,コア形状区分判定表_区分,割れ目区分判定表_区分,風化区分判定表_区分,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護実施理由,送水条件_送水種類,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,孔内水位_掘削状況,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,試料採取_試験名,相対稠度_状態,N値記録用具_名称,調査会社_TEL,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,櫓種類名称,岩石土区分_変成岩岩相,岩石土区分_変成岩岩石,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔内水平載荷試験_載荷パターン,座標定義,座標,地盤分類_下端深度,地盤分類_工学的分類記号,標準貫入試験詳細データ_開始深度,標準貫入試験詳細データ_打撃回数,標準貫入試験詳細データ_貫入量,標準貫入試験詳細データ_累積貫入量
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,L-2.1KP-2S,21,9,136,14,38.2000,35,25,37.4000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-11,2010-03-12,株式会社石居設計,98.07,5.85,1,0.00,0.00,YBM-05,,,ヤンマーNFD-9,,,9,半自動落下装置,2,カノーV-6,,l/min,,5.85,砂質粘土,CHS,1,532120020,5.85,暗褐,4.90,5.85,粘性やや弱い\n砂は細砂主体\n腐植物少量混入する,5.85,,,,,,,,,,5.85,0,2,,,,,,4.90,5.85,L-2.1KP-4T,999,,,,,2010-03-11,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-7号 姉川補助河川総合流域防災事業土質調査業務委託,08,09,L-2.3KP(No.23)表法肩,14,9,136,13,53.0000,35,24,9.0000,02,0,1,滋賀県長浜市川道町,5336,01,88,滋賀県長浜土木事務所,22501106,2010-01-12,2010-06-30,彦根鑿泉株式会社,93.29,16.50,1,0.00,0.00,東邦製　D0-C,,3,ヤンマー製　NFAD-8,,,2,,2,東邦製　BG3型,,,,16.50,粘土,CH,1,532120000,16.50,暗青灰,16.00,16.50,粘性強い 含水中位,16.50,16.15,1,10,2,10,2,10,5,30,16.50,0,2,,,,,,14.15,14.45,P-14,100,2010-01-30,9,6.37,99,2010-01-30,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中位の,,,,,,,,,,,,,,,,,,不明,現場透水試験,8.00,8.50,k=7.1E-02cm/s,物理一式,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成22年度 第6-2号 山本地区急傾斜地総合流域防災土質調査業務委託,09,13,BV-4,9,4,136,12,40.7000,35,26,46.6000,01,1,1,滋賀県長浜市湖北町山本,5336,11,36,滋賀県長浜土木事務所,22501106,2010-09-28,2010-10-01,株式会社東伸技術コンサルタント,101.02,10.40,2,0.00,40.00,YBM-05,50,3,NFAD6,4.4,kw,2,,2,MS330,30,l/min,3,10.40,破砕帯/混在岩,Ax,1,531120004,10.40,淡黄褐～緑褐,6.55,10.40,チャート・頁岩・砂岩・緑色岩を含む混在岩\n粘土質砂礫状コア主体\n一部岩片状をなすがハンマーで叩くとボロボロになる,10.40,10.15,14,10,20,10,16,5,50,25,,,,,,,,,,,,,2010-10-01,1,6.10,99,2010-10-01,10.40,9.00,,,,,10.40,014,,,,10.40,014,,,,10.40,013,,,,10.40,014,,,,,10.40,013,,10.40,66,1,,10.40,60,10.40,D,DB,10.40,30.0,10.40,220,10.40,0.1,4,4,2,,,,10.00,100,10.00,0,10.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,10.40,940,,100000003,,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成16年度 第D601-1号 長浜新川単独河川改良調査業務委託,08,21,2,3,2,136,17,15.48450,35,23,0.09105,09,1,1,滋賀県長浜市宮司町,5336,02,63,滋賀県長浜土木事務所,22501106,2005-01-01,2005-01-01,アーステック株式会社,100.00,10.45,1,0.00,,,,9,,,,4,,9,,,,,10.45,砂質シルト,MS,1,532110020,10.45,暗褐暗灰,,,,10.45,10.15,7,30,,,,,7,30,10.45,0,0,,,,,,3.50,4.35,1,250,2005-00-00,9,1.82,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-02-25 12:01:28 測地系変換(日本→世界)を実行_変換前経度:136度17分25.9000秒_変換前緯度:35度22分48.6000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",599200002,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,R-2.2KP-2S,21,21,136,14,33.4000,35,25,44.6000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-18,2010-03-24,株式会社石居設計,98.46,10.00,1,0.00,0.00,YBM-05DA-2,,,ヤンマーNFAD-9,,,9,半自動落下装置,2,東邦BG-30R,,l/min,,10.00,シルト混り砂礫,GS,1,531120000,10.00,暗黄褐,8.80,10.00,含水量非常に多い\n礫はφ5～20mm(max=50mm)の亜角円礫主体,10.00,,,,,,,,,,10.00,3,0,9.00,10.00,99,現場透水試験,6.55E-06,4.75,5.35,R-2.2KP-4Tr,999,,,,,2010-03-20,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第1-14号 東北部木之本西幹線土質調査業務委託(その2),05,08,No.6,9,0006,136,14,03.5700,35,23,30.3600,03,0,1,滋賀県長浜市川道町,5336,01,78,滋賀県東北部流域下水道事務所,22501119,2012-02-16,2012-02-17,環境設計株式会社,85.91,15.50,1,0.00,0.00,カノボーリング製_KR100-P型,100,3,ヤンマー農機製_NFAD-8型,8,PS,2,,2,カノボーリング製 V6-S型,60,l/min,3,15.50,シルト混じり砂,S-M,1,531213003,15.50,暗灰,13.95,15.50,細砂主体 含水中\n全体にシルト分混入\n雲母片点在,15.50,15.15,3,10,4,10,7,10,14,30,15.50,3,0,,,,,,15.15,15.45,15,100,2012-02-17,2,1.18,12,2012-02-17,15.50,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第1-18号 東北部木之本西幹線土質調査業務委託,05,08,No.5,9,5,136,13,13.8000,35,25,32.0000,01,1,1,滋賀県長浜市　益田町～安養寺町,5336,11,17,滋賀県東北部流域下水道事務所,22501119,2010-01-28,2010-01-30,株式会社鈴鹿設計事務所,87.18,22.50,1,0.00,0.00,KR-50HCW,50,2,NFAD-8,8,PS,2,,2,V5-P,50,L/min,3,22.50,砂礫,GS,1,531120000,22.50,暗青灰,21.25,22.50,φ2～25mmの亜円～円礫主体\nマトリックスは粗砂　含水大\nGL-21.35m付近まで少量の粘土分含有,22.50,22.15,13,10,12,10,13,10,38,30,22.50,4,0,15.15,15.65,03,現場透水試験,6.70E-03,20.15,20.45,P-20,100,2010-01-30,1,1.10,13,2010-01-30,22.50,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999200002,自沈,0.00,,,,,,,,,,,,,,,,,,,,,,,,物理試験,軟,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-19号 姉川補助河川総合流域防災事業土質調査業務委託(その7),08,09,L9.74-B2,0010,0006,136,18,25.4000,35,24,37.3000,02,1,1,滋賀県長浜市千草町 他,5336,02,94,滋賀県長浜土木事務所,22501106,2010-08-25,2010-08-26,株式会社滋賀測量設計事務所,116.73,7.50,1,0.00,30.00,YBM05-DA,50,3,ヤンマーNFD8,8,PS,2,半自動落下,2,カノーV5,50,l/min,3,7.50,砂礫,GS,1,531120000,7.50,暗灰,4.00,7.50,\n\n\nφ5～50mmの亜円～亜角礫が主体\nマトリックスは細～中砂\n\nGL-4.00m付近はシルトが混入\n\n含水量は中位～多い\n,7.50,7.15,8,10,9,10,10,10,27,30,7.30,3,0,6.00,6.50,03,,2.07E-01,,,,,2010-08-25,2,5.12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-13号 高時川補助河川総合流域防災事業土質調査業務委託(その5),08,09,R-5.5KP-ws,14,12,136,14,31.8000,35,27,23.4000,02,1,1,滋賀県長浜市小谷丁野町 他,5336,11,49,滋賀県長浜土木事務所,22501106,2010-05-31,2010-10-15,キタイ設計株式会社,105.83,20.50,1,0.00,23.00,カノ製KR-100,100,2,ヤンマー製NFD-9,9,ps,2,,2,東邦地下工機製BG-3,50,L/min,,20.50,粘土混り砂礫,GS,1,531120000,20.50,暗褐,19.70,20.50,径30mm以下の礫および細～中砂主体。\n含水量中位。,20.50,20.15,13,10,17,10,17,10,47,30,20.50,4,0,5.50,6.00,99,透水試験,7.20E-02,20.00,20.50,P-21,100,2010-07-01,1,5.18,12,2010-07-05,20.50,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-13号 高時川補助河川総合流域防災事業土質調査業務委託(その5),08,09,L-6.1KP-ws,14,6,136,14,49.2000,35,27,41.2000,02,1,1,滋賀県長浜市小谷丁野町 他,5336,11,59,滋賀県長浜土木事務所,22501106,2010-05-31,2010-10-15,キタイ設計株式会社,108.67,25.36,1,0.00,27.00,カノ製KR-100,100,2,ヤンマー製NFD-9,9,ps,2,,2,東邦地下工機製BG-3,50,L/min,,25.36,粘土質砂礫,SC,1,531231040,25.36,褐～黄茶褐～褐～暗灰,15.60,25.36,径30mm以下の礫および細～中砂主体。\n風化礫混入し、粘土分を密に帯び、謬結状を呈す。\n\n含水量少ない。\n\n\n20m付近より含水量多くなる。\n\n21.0m付近、掘削泥水の漏水を伴う。\n\n22.0m付近より、径50～100mmの礫を混入する。,25.36,25.15,24,10,31,10,6,1,61,21,25.36,5,0,,,,,,25.00,25.36,P-27,100,2010-07-09,1,5.69,12,2010-07-14,25.36,24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成15年度 第6001-2号 上板並地区砂防事業調査調査業務委託,09,21,2,6,2,136,22,0.6000,35,25,33.3000,09,1,1,滋賀県坂田郡伊吹町上板並,5336,12,19,滋賀県長浜土木事務所,22501106,2004-01-01,2004-01-01,株式会社滋賀ソイルコンサルタント,252.85,15.00,1,0.00,,,,9,,,,4,,9,,,,,15.00,表土,SF,1,531100000,15.00,暗灰,,,,15.00,15.00,60,0,,,,,60,0,15.00,0,0,,,,,,,,,,2004-00-00,9,6.49,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200003,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第1630-2号 坪谷川補助砂防総合流域防災土質調査業務委託,01,11,BorNo.24,7,3,136,20,17.2000,35,26,28.5400,02,2,1,滋賀県長浜市徳山町,5336,12,27,滋賀県長浜土木事務所,22501106,2011-10-08,2011-10-12,株式会社新明,182.77,7.00,2,0.00,48.00,吉田YBM-05D,50,3,ヤンマーNFD8,8,ps,2,,2,ヤンマーAP65,65,l/min,3,7.00,頁岩,Sh,1,111300012,7.00,暗褐～青灰褐,4.00,7.00,角礫状～岩片状コア主体\nGL-4.5m付近にて、砂岩を挟む\nGL-5.0mまでは柱状に組み合わさるが、GL-5.0m以深は密着悪い\n岩片は硬く、亀裂面は褐色に酸化する\nGL-5.8～6.0m間、GL-6.8～7.0m間、棒状コアであるが全体に破砕されている,7.00,7.00,50,0,15,10,19,10,50,0,,,,,,,,,,,,,2011-10-12,1,5.41,,2011-10-12,7.00,6.00,,,,,7.00,012,,,,7.00,014,,,,7.00,013,,,,7.00,013,,,,,7.00,,,6.00,86,2,,7.00,25,7.00,DDB,,7.00,5.0,7.00,120,7.00,0.5,1,0,2,,,,7.00,100,7.00,2,7.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,7.00,950,,,貫入不能,0.00,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成30年度　第720-2号　溝谷川補助通常砂防土質調査業務委託,平成30年度　第720-2号　溝谷川補助通常砂防土質調査業務委託,09,01,BP2（えん堤右岸）,4,0002,136,12,19.7000,35,33,00.2000,01,1,1,長浜市 余呉町 中之郷地先,5336,21,66,滋賀県 長浜土木事務所 木之本支所,22501107,2018-10-12,2018-10-30,株式会社 国土地建,186.23,17.44,2,,15.00,カノKR-SH,50,1,ヤンマーNFAD6,6,馬力,2,,2,カノV5-P,52,l/min,3,17.44,頁岩,Sh,1,111300012,17.44,黄灰～暗灰～黒灰,15.80,17.44,粘土質砂礫状で採取。\nφ=2～20mmの礫を主体とする。\n全体に粘土化著しい。\n礫は指圧で砕ける。,17.44,17.15,60,29,31,7,16,10,60,29,,,,,,,,,,,,,2018-10-30,1,10.50,29,2018-10-30,17.44,,,,,,17.44,015,,,,17.44,015,,,,17.44,014,,,,17.44,015,,,,,17.44,014,,16.50,66,2,,17.44,30,17.44,W,MC,17.44,40.0,17.44,200,17.44,0.3,15,10,2,,,,17.00,100,,,,,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,17.44,960,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,08,09,L26+40 No.2,20,0015,136,14,18.9212,35,24,23.6963,01,3,1,滋賀県長浜市川道町 他 地内,5336,01,89,滋賀県長浜土木事務所,22501106,2018-12-18,2018-12-21,環境設計株式会社,93.52,18.50,1,0.00,38.00,吉田鉄工所製_YBM-05DA-2型,50,2,ヤンマー農機製_NFAD-7型,6,PS,2,,2,カノボーリング製 V6-C型,50,L/min,3,18.50,粘土混じり砂,S-C,1,531213004,18.50,暗灰,17.85,18.50,細砂主体 含水中 全体に細粒分含有\nφ2～8mm亜円礫点在 MAXφ30mm\n腐植物点在 所々砂質粘土薄く挟在,18.50,18.15,2,10,5,10,5,10,12,30,18.50,3,0,12.00,12.50,01,現場透水試験,4.43E-03,18.15,18.45,18,100,2018-12-21,1,6.28,12,2018-12-21,18.50,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,土の塑性限界試験,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,08,09,L15+70 No.1,20,0001,136,13,48.9996,35,23,59.2820,01,3,1,滋賀県長浜市川道町 他 地内,5336,01,78,滋賀県長浜土木事務所,22501106,2018-11-21,2018-11-28,環境設計株式会社,92.76,28.50,1,0.00,30.00,吉田鉄工所製_YBM-05DA-2型,50,2,ヤンマー農機製_NFAD-7型,6,PS,2,,2,カノボーリング製 V6-C型,50,L/min,3,28.50,粘土混り砂礫,GS-C,1,531120004,28.50,暗灰,27.15,28.50,"φ2～10mm亜角,亜円礫主体\nMAXφ30mm 礫間は細～中砂優勢\n全体に細粒分含有 含水中～大\n下位に従い礫間中～粗砂優勢となる",28.50,28.15,10,10,12,10,14,10,36,30,28.50,3,0,10.00,10.50,01,現場透水試験,5.57E-03,28.15,28.45,28,100,2018-11-27,1,6.96,12,2018-11-28,28.50,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,土の粒度試験,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,令和元年度 第K29N-42号 高時川補助広域河川改修調査業務委託,令和元年度 第K29N-42号 高時川補助広域河川改修調査業務委託,08,09,R-2(裏)S,12,0008,136,14,25.1000,35,24,36.4000,02,1,1,滋賀県長浜市難波町地内,5336,01,99,滋賀県長浜土木事務所,22501106,2020-08-24,2020-08-25,土質コンサル株式会社,92.60,7.80,1,0.00,33.00,YBM-05DA2,50,3,ヤンマーNS75,7.5,ps,9,半自動落下,2,カノV-5P,65,l/m,3,7.80,シルト質粘土,CHM,1,532120030,7.80,暗青灰～暗灰,1.45,6.10,右記の採取試料は密度測定用に採取。\n\n試験はオールコアで採取した試料も使用して実施。,6.10,,,,,,,,,,7.80,0,1,,,,,,7.00,7.80,2R-T1,200,,,,,2020-08-25,7.80,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,08,09,L18+40 No.1,20,0005,136,13,56.4042,35,24,05.5399,01,3,1,滋賀県長浜市川道町 他 地内,5336,01,88,滋賀県長浜土木事務所,22501106,2018-11-26,2018-12-01,環境設計株式会社,92.43,26.50,1,0.00,24.00,扶桑工業製_KR100-PB型,100,2,ヤンマー農機製_NFAD-8型,7,PS,2,,2,扶桑工業製 V6-C型,50,L/min,3,26.50,礫混じり砂,S-G,1,531212000,26.50,暗灰,26.05,26.50,細～中砂主体 含水中～大\nφ2～10mm亜角礫点在 MAXφ20mm\n全体に細粒分含有,26.50,26.15,9,10,9,10,12,10,30,30,26.50,4,0,9.00,9.50,01,現場透水試験,9.73E-03,26.15,26.45,26,100,2018-11-30,1,6.63,12,2018-12-01,26.50,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,土の塑性限界試験,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,平成30年度 第K29N-6号 姉川補助広域河川改修調査業務委託,08,09,L24+80 No.2,20,0011,136,14,15.3696,35,24,19.3679,01,3,1,滋賀県長浜市川道町 他 地内,5336,01,89,滋賀県長浜土木事務所,22501106,2018-12-12,2018-12-15,環境設計株式会社,92.65,17.50,1,0.00,35.00,吉田鉄工所製_YBM-05DA-2型,50,2,ヤンマー農機製_NFAD-7型,6,PS,2,,2,カノボーリング製 V6-C型,50,L/min,3,17.50,粘土質砂,SC,1,531231040,17.50,暗灰,17.30,17.50,細砂主体 粒径均一 含水中\n全体に細粒分含有し所々塊状に混入,17.50,17.15,4,10,3,10,2,10,9,30,17.50,2,0,11.00,11.50,01,現場透水試験,4.40E-03,17.12,17.45,17,100,2018-12-15,1,6.23,12,2018-12-15,17.50,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,土の粒度試験,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成14年度 第6006-2号 草野地区砂防事業調査調査業務委託,09,21,1,2,1,136,19,6.56635,35,28,18.95578,09,1,1,滋賀県東浅井郡浅井町草野,5336,12,65,滋賀県長浜土木事務所,22501106,2002-10-01,2002-10-01,株式会社拓研,201.19,12.00,1,0.00,,,,9,,,,9,自動落下,9,,,,,12.00,その他岩盤,,1,,12.00,暗褐灰,,,,12.00,10.00,50,10,,,,,50,10,12.00,0,0,,,,,,,,,,2002-00-00,9,8.00,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-02-25 12:01:22 測地系変換(日本→世界)を実行_変換前経度:136度19分17.0000秒_変換前緯度:35度28分7.5000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,令和元年度 第60-2号 松尾地区補助急傾斜地崩壊対策(総流防)地質調査業務委託,令和元年度 第60-2号 松尾地区補助急傾斜地崩壊対策(総流防)地質調査業務委託,09,10,Bor-1,4,1,136,12,19.7000,35,28,32.8000,02,1,1,長浜市高月町松尾,5336,11,76,滋賀県長浜土木事務所木之本支所,22501106,2019-11-19,2019-11-28,キタイ設計株式会社,112.74,7.20,2,0.00,10.00,カノ製　KR-SH型,100,2,ヤンマー製　NFD9型,9,ps,2,,2,マルヤマ製　301型,50,L/min,,7.20,泥岩,Ms,1,111300002,7.20,暗褐灰,4.90,7.20,岩片混り砂礫状コア主体。\nコアは密着度が低く、ハンマーの軽打でバラバラになる。\n岩片も軟質化している。,7.20,7.15,50,5,20,10,17,5,50,5,,,,,,,,,,,,,,,,,2019-11-24,7.20,4.00,940,D,極軟,指先でへこむ,7.20,940,980,VIII,コアの採取ができないもの。スライムも含む。,7.20,940,940,d,角礫状、砂状、粘土状コア。,7.20,930,950,ε,岩芯まで強風化し、角礫、砂状または粘土状コア、軟質で、簡単に壊すことができる。,7.20,940,940,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換されほとんど変質し、30％以下非変質部を残すのみで、原岩組織を全く～殆ど残さないもの。,7.20,,,4.00,86,2,,7.00,530,7.00,W,DB,7.00,10.0,7.00,100,7.00,0.0,5,0,2,,,,7.00,100,7.00,0,7.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,7.20,960,,,,,,,,採取不可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-2号 高時川補助河川総合流域防災事業土質調査業務委託,08,21,R-1.4k付近（裏）,10,10,136,14,31.2000,35,25,20.7000,02,1,1,滋賀県長浜市落合町 他,5336,11,09,滋賀県長浜土木事務所,22501106,2010-01-12,2010-01-15,株式会社関西技研,97.04,15.45,1,0.00,21.00,D0-D,,,ヤンマーNFAD-8,,,9,半自動落下装置,2,カノーV4,,l/min,,15.45,シルト,M,1,532110000,15.45,暗灰,9.75,15.45,粘性高位　含水高位\n全体に若干の細砂を混在,15.45,15.15,2,10,2,10,3,10,7,30,15.45,0,2,,,,,,15.15,15.45,1.4-2-15,100,2010-01-14,1,5.75,19,2010-01-15,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
