no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
2239,BOREHOLE_FUKUI,BED10418000013189,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-8,福井県土木部営繕課,1995-03-17,1995-03-30,5.55,33.2,0,0,60,2.4,0000,111101,000000000,00000,0000,0000,0000,000,310712,坂井郡春江町東太郎丸地係,1,0,136.21627688889,36.131327222222
2240,BOREHOLE_FUKUI,BED10418000013190,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№1,福井県営繕課,1995-09-27,1995-09-28,61.12,17,0,0,60,6.3,0000,000000,000000000,00000,0000,0000,0000,000,310713,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13900352778,36.012708888889
2241,BOREHOLE_FUKUI,BED10418000013191,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№2,福井県営繕課,1995-09-28,1995-10-03,60.01,26.17,0,0,60,4.7,0000,000000,000000000,00000,0000,0000,0000,000,310714,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13933711111,36.012711111111
2242,BOREHOLE_FUKUI,BED10418000013192,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№3,福井県営繕課,1995-10-06,1995-10-08,57.25,20,0,0,60,7.5,0000,000000,000000000,00000,0000,0000,0000,000,310715,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13965205556,36.012718611111
2243,BOREHOLE_FUKUI,BED10418000013193,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№4,福井県営繕課,1995-10-03,1995-10-06,60.07,21.15,0,0,60,4.8,0000,000000,000000000,00000,0000,0000,0000,000,310716,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13933708333,36.012931916667
2244,BOREHOLE_FUKUI,BED10418000013194,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№5,福井県営繕課,1995-10-06,1995-10-09,61.23,18.29,0,0,60,5.2,0000,000000,000000000,00000,0000,0000,0000,000,310717,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13898688889,36.012530305556
2245,BOREHOLE_FUKUI,BED10418000013195,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№6,福井県営繕課,1995-10-02,1995-10-05,60.04,23.21,0,0,60,7.4,0000,000000,000000000,00000,0000,0000,0000,000,310718,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13934322222,36.012534472222
2246,BOREHOLE_FUKUI,BED10418000013196,,「ふくい健康の森」温水プール建設工事地質調査委託,18,21,№7,福井県営繕課,1995-09-27,1995-09-30,57.02,20,0,0,60,4.1,0000,000000,000000000,00000,0000,0000,0000,000,310719,福井県丹生郡清水町島寺，真栗，坪谷地係,1,0,136.13965319444,36.012534472222
2247,BOREHOLE_FUKUI,BED10418000013204,,海洋生物資源臨海研究センター(仮称）建設地質調査委託,18,21,B-1,福井県 土木部 営繕課,1999-12-20,2000-01-05,1.91,40.23,0,0,61,1.21,0000,000000,000000000,00000,0000,0000,0000,000,310720,福井県小浜市堅海地係,1,0,135.71902554867,35.5387643597335
2248,BOREHOLE_FUKUI,BED10418000013206,,海洋生物資源臨海研究センター(仮称）建設地質調査委託,18,21,B-3,福井県 土木部 営繕課,2000-01-11,2000-01-23,1.58,30.31,0,0,60,0.9,0000,000000,110000000,00000,0000,0000,0000,000,310722,福井県小浜市堅海地係,1,0,135.718497825504,35.5385421505806
2249,BOREHOLE_FUKUI,BED10418000013220,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№1,福井県 土木部常繕課,1991-07-12,1991-08-31,55.25,29.4,0,0,60,7.85,0000,111100,000000000,00000,0000,0000,0000,000,310723,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14151158333,36.018866527778
2250,BOREHOLE_FUKUI,BED10418000013221,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№2,福井県 土木部常繕課,1991-07-12,1991-08-31,50.34,28.01,0,0,60,2.95,0000,111100,000000000,00000,0000,0000,0000,000,310724,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14151516667,36.019154
2251,BOREHOLE_FUKUI,BED10418000013222,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№3,福井県 土木部常繕課,1991-07-12,1991-08-31,50.24,20.08,0,0,62,5.2,0000,111100,000000000,00000,0000,0000,0000,000,310725,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14146266667,36.019383694444
2252,BOREHOLE_FUKUI,BED10418000013223,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№4,福井県 土木部常繕課,1991-07-12,1991-08-31,64.85,39.5,0,0,64,12.5,0000,111100,000000000,00000,0000,0000,0000,000,310726,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14187291667,36.018859583333
2253,BOREHOLE_FUKUI,BED10418000013224,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№5,福井県 土木部常繕課,1991-07-12,1991-08-31,56.02,34.1,0,0,60,5.5,0000,111100,000000000,00000,0000,0000,0000,000,310727,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14188902778,36.019139555556
2254,BOREHOLE_FUKUI,BED10418000013225,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№6,福井県 土木部常繕課,1991-07-12,1991-08-31,61.65,30.11,0,0,60,12.5,0000,111100,000000000,00000,0000,0000,0000,000,310728,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14182763889,36.019387305556
2255,BOREHOLE_FUKUI,BED10418000013226,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№7,福井県 土木部常繕課,1991-07-12,1991-08-31,66.79,40.5,0,0,60,13.6,0000,111100,000000000,00000,0000,0000,0000,000,310729,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14234119444,36.018859583333
2256,BOREHOLE_FUKUI,BED10418000013227,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№8,福井県 土木部常繕課,1991-07-12,1991-08-31,71.23,40.5,0,0,52,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310730,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14232536111,36.019136222222
2257,BOREHOLE_FUKUI,BED10418000013228,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№9,福井県 土木部常繕課,1991-07-12,1991-08-31,74.09,40.5,0,0,50,14.5,0000,111100,000000000,00000,0000,0000,0000,000,310731,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14236144444,36.019387305556
2258,BOREHOLE_FUKUI,BED10418000013229,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№10,福井県 土木部常繕課,1991-07-12,1991-08-31,53.47,25.5,0,0,50,6.35,0000,111100,000000000,00000,0000,0000,0000,000,310732,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14275613889,36.018882944444
2259,BOREHOLE_FUKUI,BED10418000013230,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№11,福井県 土木部常繕課,1991-07-12,1991-08-31,64.36,25.5,0,0,60,15,0000,111100,000000000,00000,0000,0000,0000,000,310733,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14278502778,36.019217055556
2260,BOREHOLE_FUKUI,BED10418000013231,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№12(切土法面),福井県 土木部常繕課,1991-07-12,1991-08-31,90.3,25,0,0,60,15,0000,111100,000000000,00000,0000,0000,0000,000,310734,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14246894444,36.019701166667
2261,BOREHOLE_FUKUI,BED10418000013232,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№13,福井県 土木部常繕課,1991-07-12,1991-08-31,60.45,40.05,0,0,60,13.5,0000,111100,000000000,00000,0000,0000,0000,000,310735,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14218538889,36.018665722222
2262,BOREHOLE_FUKUI,BED10418000013233,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№14,福井県 土木部常繕課,1991-07-12,1991-08-31,49.53,20.35,0,0,60,3.8,0000,111100,000000000,00000,0000,0000,0000,000,310736,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14311361111,36.018856277778
2263,BOREHOLE_FUKUI,BED10418000013234,,痴呆性老人医療介護教育センターボーリング調査委託,18,21,B.№15,福井県 土木部常繕課,1991-07-12,1991-08-31,61.48,40.15,0,0,60,14,0000,111100,000000000,00000,0000,0000,0000,000,310737,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.14173405556,36.018665722222
2264,BOREHOLE_FUKUI,BED10418000013240,,武生保健所新築敷地土質調査,18,21,No.2,福井県土木部建築課,1968-10-20,1968-10-23,-0.4,5,0,0,62,1,0000,111100,000000000,00000,0000,0000,0000,000,310738,武生市,1,0,136.18263119444,35.959745861111
2265,BOREHOLE_FUKUI,BED10418000013241,,武生保健所新築敷地土質調査,18,21,No.3,福井県土木部建築課,1968-10-23,1968-10-25,-0.44,5,0,0,62,1,0000,111100,000000000,00000,0000,0000,0000,000,310739,武生市,1,0,136.18218875,35.959736972222
2266,BOREHOLE_FUKUI,BED10418000013242,,武生保健所新築敷地土質調査,18,21,No.1,福井県土木部建築課,1968-10-18,1968-10-20,-0.51,5,0,0,60,0.8,0000,111100,000000000,00000,0000,0000,0000,000,310740,武生市,1,0,136.18266397222,35.960009444444
2267,BOREHOLE_FUKUI,BED10418000013246,,福井県立大学看護福祉学部棟(仮称)建設地質調査委託,18,21,№1,福井県土木部営繕課,1997-06-24,1997-07-01,10.06,9,0,0,60,6.48,0000,000000,000000000,00000,0000,0000,0000,000,310741,吉田郡松岡町兼定島4-1-1,1,0,136.27696963889,36.110497888889
2268,BOREHOLE_FUKUI,BED10418000013247,,福井県立大学看護福祉学部棟(仮称)建設地質調査委託,18,21,№2,福井県土木部営繕課,1997-07-02,1997-07-07,10.12,13,0,0,60,5.7,0000,000000,000000000,00000,0000,0000,0000,000,310742,吉田郡松岡町兼定島4-1-1,1,0,136.27658577778,36.110628416667
2269,BOREHOLE_FUKUI,BED10418000013259,,雲雀ヶ丘改築工事に伴う地質調査工事,18,21,No.1,福井県土木部建築課,1973-08-29,1973-08-31,0.85,21.4,0,0,63,3,0000,000000,000000000,00000,0000,0000,0000,000,310743,福井県坂井郡金津町北金津39-1,1,0,136.22763377778,36.220002444444
2270,BOREHOLE_FUKUI,BED10418000013260,,雲雀ヶ丘改築工事に伴う地質調査工事,18,21,No.2,福井県土木部建築課,1973-09-04,1973-09-07,0.84,21,0,0,49,2,0000,000000,000000000,00000,0000,0000,0000,000,310744,福井県坂井郡金津町北金津39-1,1,0,136.22759516667,36.219792472222
2271,BOREHOLE_FUKUI,BED10418000013261,,雲雀ヶ丘改築工事に伴う地質調査工事,18,21,No.3,福井県土木部建築課,1973-08-29,1973-09-01,-1.43,20.3,0,0,56,1.1,0000,000000,000000000,00000,0000,0000,0000,000,310745,福井県坂井郡金津町北金津39-1,1,0,136.22733633333,36.219624138889
2272,BOREHOLE_FUKUI,BED10418000013262,,雲雀ヶ丘改築工事に伴う地質調査工事,18,21,No.4,福井県土木部建築課,1973-09-03,1973-09-06,-1.44,20.3,0,0,35,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310746,福井県坂井郡金津町北金津39-1,1,0,136.22777655556,36.219561666667
2273,BOREHOLE_FUKUI,BED10418000013273,,県立病院関連施設建設工事　地質調査委託,18,21,No.1,福井県　土木部　営繕課,2003-08-15,2003-09-30,9.35,14,0,0,36,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310747,福井市四ツ井2丁目(県立病院敷地内),1,0,136.234988255598,36.0721041072421
2274,BOREHOLE_FUKUI,BED10418000013274,,県立病院関連施設建設工事　地質調査委託,18,21,No.2,福井県　土木部　営繕課,2003-08-15,2003-09-30,11.47,8,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310748,福井市四ツ井2丁目(県立病院敷地内),1,0,136.234016103088,36.0725484765291
2275,BOREHOLE_FUKUI,BED10418000013275,,県立病院関連施設建設工事　地質調査委託,18,21,No.3,福井県　土木部　営繕課,2003-08-15,2003-09-30,11.88,6,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310749,福井市四ツ井2丁目(県立病院敷地内),1,0,136.234432732818,36.0725484867078
2276,BOREHOLE_FUKUI,BED10418000013276,,県立病院関連施設建設工事　地質調査委託,18,21,No.4,福井県　土木部　営繕課,2003-08-15,2003-09-30,10.69,4,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310750,福井市四ツ井2丁目(県立病院敷地内),1,0,136.234154984812,36.072409607098
2277,BOREHOLE_FUKUI,BED10418000013277,,県立病院関連施設建設工事　地質調査委託,18,21,No.5,福井県　土木部　営繕課,2003-08-15,2003-09-30,11.89,11,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310751,福井市四ツ井2丁目(県立病院敷地内),1,0,136.234988243244,36.0724374020205
2278,BOREHOLE_FUKUI,BED10418000013279,,高浜地区原子力災害応急対策拠点(仮称)整備事業　地質調査委託,18,21,No-1,福井県土木部　常繕課,2000-07-06,2000-09-04,4.23,43.5,0,0,60,1.8,0000,000000,000000000,00000,0000,0000,0000,000,310752,福井県大飯郡高浜町薗部地係,1,0,135.560208179874,35.4851278910171
2279,BOREHOLE_FUKUI,BED10418000013280,,高浜地区原子力災害応急対策拠点(仮称)整備事業　地質調査委託,18,21,No-3,福井県土木部　常繕課,2000-07-06,2000-09-04,4.27,36.02,0,0,60,1.92,0000,111101,000000000,00000,0000,0000,0000,000,310753,福井県大飯郡高浜町薗部地係,1,0,135.560485923238,35.4854056433467
2280,BOREHOLE_FUKUI,BED10418000013297,,職業能力開発総合センター(仮称)建設に伴う地質調査委託,18,21,B-No.1,福井県　営繕課,1990-01-31,1990-02-05,8.99,15.1,0,0,60,0.7,0000,110100,000000000,00000,0000,0000,0000,000,310754,福井県福井市林藤島町20字,1,0,136.256235736011,36.0892415330238
2281,BOREHOLE_FUKUI,BED10418000013298,,職業能力開発総合センター(仮称)建設に伴う地質調査委託,18,21,B-No.2,福井県　営繕課,1990-01-18,1990-01-29,9.42,23,0,0,60,0.4,0000,110100,000000000,00000,0000,0000,0000,000,310755,福井県福井市林藤島町20字,1,0,136.257068995462,36.0892415534031
2282,BOREHOLE_FUKUI,BED10418000013299,,職業能力開発総合センター(仮称)建設に伴う地質調査委託,18,21,B-No.3,福井県　営繕課,1990-01-30,1990-02-02,10.11,15.25,0,0,60,1.7,0000,110100,000000000,00000,0000,0000,0000,000,310756,福井県福井市林藤島町20字,1,0,136.258180008068,36.0892415805763
2283,BOREHOLE_FUKUI,BED10418000013300,,職業能力開発総合センター(仮称)建設に伴う地質調査委託,18,21,B-No.4,福井県　営繕課,1990-02-03,1990-02-05,9.01,15.32,0,0,61,1,0000,110100,000000000,00000,0000,0000,0000,000,310757,福井県福井市林藤島町20字,1,0,136.256791262929,36.0886860553205
2284,BOREHOLE_FUKUI,BED10418000013301,,職業能力開発総合センター(仮称)建設に伴う地質調査委託,18,21,B-No.5,福井県　営繕課,1990-02-02,1990-02-06,9.86,15,0,0,60,1.7,0000,110100,000000000,00000,0000,0000,0000,000,310758,福井県福井市林藤島町20字,1,0,136.257624522391,36.0886860756999
2285,BOREHOLE_FUKUI,BED10418000013331,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.1,福井県土木部営繕課,2000-07-17,2000-07-18,0.13,8.12,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310769,敦賀市金山　地係,1,0,136.027217186784,35.6317332345767
2286,BOREHOLE_FUKUI,BED10418000013332,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.2,福井県土木部営繕課,2000-07-14,2000-07-17,0.11,20,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310770,敦賀市金山　地係,1,0,136.028022701204,35.6309000165504
2287,BOREHOLE_FUKUI,BED10418000013333,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.3,福井県土木部営繕課,2000-07-18,2000-07-19,0.17,10.09,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310771,敦賀市金山　地係,1,0,136.027550500675,35.6314554967916
2288,BOREHOLE_FUKUI,BED10418000013334,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.4,福井県土木部営繕課,2000-07-21,2000-07-21,0.14,6,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310772,敦賀市金山　地係,1,0,136.02763385568,35.6306500359964
2289,BOREHOLE_FUKUI,BED10418000013335,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.5,福井県土木部営繕課,2000-07-21,2000-07-21,0.13,6,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310773,敦賀市金山　地係,1,0,136.026661694331,35.6313443771239
2290,BOREHOLE_FUKUI,BED10418000013336,,敦賀地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,No.6,福井県土木部営繕課,2000-07-25,2000-07-25,0.19,8,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310774,敦賀市金山　地係,1,0,136.027883816577,35.6311222098476
2291,BOREHOLE_FUKUI,BED10418000013340,,美浜地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,B.No.1,福井県土木部営繕課,2000-07-06,2000-08-21,10.48,44.3,0,0,50,4.1,0000,110100,000000000,00000,0000,0000,0000,000,310776,美浜町佐田地係,1,0,135.98447123739,35.624149748417
2292,BOREHOLE_FUKUI,BED10418000013342,,美浜地区原子力災害応急対策拠点(仮称)整備事業地質調査委託,18,21,B.No.3,福井県土木部営繕課,2000-07-06,2000-08-21,10.39,23.43,0,0,50,2.1,0000,110100,000000000,00000,0000,0000,0000,000,310777,美浜町佐田地係,1,0,135.984748991619,35.6241219805004
2293,BOREHOLE_FUKUI,BED10418000013358,,道路改良工事(地域連携推進(国道))地質調査業務委託その1,01,04,H18BH-1,武生土木事務所,2006-09-04,2006-10-02,146.25,90,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310778,No.115+11　L-6.5,1,0,136.12152777778,35.817805555556
2294,BOREHOLE_FUKUI,BED10418000013359,,道路改良工事(地域連携推進(国道))地質調査業務委託その1,01,04,H18BH-2,武生土木事務所,2006-09-16,2006-10-17,196.24,120,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310779,No.251+13,1,0,136.15297222222,35.80775
2295,BOREHOLE_FUKUI,BED10418000013360,,道路改良工事(地域連携推進(国道))地質調査業務委託その1,01,04,H18BV-3,武生土木事務所,2006-10-26,2006-10-27,148.41,10,0,0,50,4.2,0000,000000,000000000,00000,0000,0000,0000,000,310780,No.116　L-10.3,1,0,136.12169444444,35.817861111111
2296,BOREHOLE_FUKUI,BED10418000013361,,道路改良工事(地域連携推進(国道))地質調査業務委託その1,01,04,H18BD-4,武生土木事務所,2006-10-28,2006-11-09,211.32,80,0,0,-9999,46.5,0000,000000,000000000,00000,0000,0000,0000,000,310781,No.222+15,1,0,136.12311111111,35.817777777778
2297,BOREHOLE_FUKUI,BED10418000013362,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,11,H18BV-1,福井県　朝日土木事務所,2007-01-28,2007-02-03,59.62,34,0,0,50,1.8,0000,111101,000000000,00000,0000,0000,1100,111,310782,福井県丹生郡越前町厨　地係,1,0,135.99722222222,35.915555555556
2298,BOREHOLE_FUKUI,BED10418000013363,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,11,H18BV-2,福井県　朝日土木事務所,2007-01-22,2007-01-25,45.07,20,0,0,50,5.7,0000,111101,000000000,00000,0000,0000,1100,111,310783,福井県丹生郡越前町厨　地係,1,0,135.99777777778,35.915277777778
2299,BOREHOLE_FUKUI,BED10418000013364,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,11,H18BV-3,福井県　朝日土木事務所,2007-01-20,2007-01-20,24.31,11,0,0,50,5.45,0000,000000,000000000,00000,0000,0000,1100,111,310784,福井県丹生郡越前町厨　地係,1,0,135.99722222222,35.915277777778
2300,BOREHOLE_FUKUI,BED10418000013365,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,01,H18BV-4,福井県　朝日土木事務所,2007-01-17,2007-01-17,31.75,8,0,0,50,6.95,0000,000000,000000000,00000,0000,0000,1100,111,310785,福井県丹生郡越前町厨　地係,1,0,135.99694444444,35.915277777778
2301,BOREHOLE_FUKUI,BED10418000013366,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,01,H18BV-5,福井県　朝日土木事務所,2007-01-19,2007-01-19,23.72,9,0,0,50,6.8,0000,000000,000000000,00000,0000,0000,1100,111,310786,福井県丹生郡越前町厨　地係,1,0,135.9975,35.915277777778
2302,BOREHOLE_FUKUI,BED10418000013367,,道路改良工事（地域連携推進（国道））地質調査業務委託,01,01,18BV-1,福井県　朝日土木事務所,2006-11-20,2006-11-21,6.43,9,0,0,50,3.2,0000,000000,000000000,00000,0000,0000,1100,111,310787,福井県丹生郡越前町厨　地係,1,0,135.99944444444,35.912222222222
2303,BOREHOLE_FUKUI,BED10418000013370,総合流域防災工事設計業務委託,総合流域防災工事設計業務委託,08,21,17-Bo.1,福井県福井土木事務所,2005-07-19,2007-03-23,68.13,8.26,0,0,60,2.05,0000,000000,000000000,00000,0000,0000,0000,000,310788,一級河川河内川　吉田郡永平寺町山王地係,1,0,136.39644444444,36.077111111111
2304,BOREHOLE_FUKUI,18000230961704108-BED0001,,道路改良工事(防災・安全交付金)　地質調査業務委託その3,01,04,BT-1-1,福井県丹南土木事務所,2018-02-02,2018-11-29,277.5,34,0,0,50,7.05,0000,111101,000000000,00000,0000,0000,1100,111,311226,福井県今立郡池田町板垣　地係,1,0,136.32295861111,35.884427222222
2305,BOREHOLE_FUKUI,BED10418000013426,平成18年度経営体育成基盤整備事業（ほ場）,松岡吉野地区委託第8号地質調査業務委託,18,08,B.No.1,福井県福井農林総合事務所,2006-07-04,2007-01-30,79.86,8.4,0,0,50,1.75,0000,000000,000000000,00000,0000,0000,0000,000,310801,吉田郡永平寺町松岡宮重他地係,1,0,136.29927777778,36.059222222222
3075,BOREHOLE_FUKUI,BED10418000013427,平成18年度経営体育成基盤整備事業（ほ場）,松岡吉野地区委託第8号地質調査業務委託,18,08,B.No.2,福井県福井農林総合事務所,2006-07-04,2007-01-30,49.01,11.42,0,0,50,2.05,0000,000000,000000000,00000,0000,0000,0000,000,310802,吉田郡永平寺町松岡宮重他地係,1,0,136.29425,36.071083333333
3089,BOREHOLE_FUKUI,BED10418000013471,総合流域防災工事,総合流域防災工事　測量・調査・設計業務委託,08,09,BNo.7,福井県土木部鯖江土木事務所,2006-08-07,2007-03-23,10.36,11.45,0,0,27,1.9,0000,111101,000000000,00000,0000,0000,0000,000,310825,一級河川日野川　福井県鯖江市石田下町　地係,1,0,136.16086666667,35.98405
3091,BOREHOLE_FUKUI,18000230961701172-BED0005,,道路改良工事（社会資本整備総合交付金（広域連携））地質調査業務委託その1,01,01,Br-5,福井県　丹南土木事務所,2017-09-14,2017-09-16,356.56,10,0,0,50,0.1,0000,111101,000000000,00000,0000,0000,1100,111,311190,福井県南条郡南越前町板取（No.26 R-16.0）,1,0,136.15456038889,35.714562944444
3112,BOREHOLE_FUKUI,18000231451700406-BED0002,,道路改良工事（防災・安全交付金）調査業務委託28-6,01,04,BV-2,福井県嶺南振興局敦賀土木事務所,2017-08-28,2017-08-30,21.86,19.04,0,0,50,3.91,0000,111101,000000000,00000,0000,0000,1100,111,311295,福井県三方上中郡若狭町神子（No.47+4.00 R-2.00）,1,0,135.83725236111,35.623995055556
3113,BOREHOLE_FUKUI,18000231451700679-BED0002,街路工事  地質調査業務委託29-2,街路工事  地質調査業務委託29-2,01,01,BNo.29-2,福井県嶺南振興局敦賀土木事務所,2017-09-19,2017-09-20,9.1,12.19,0,0,50,0.6,0000,111100,000000000,00000,0000,0000,0000,000,311297,福井県敦賀市木ノ芽町から中(No11+13.0),1,0,136.078295395268,35.6487047307264
3114,BOREHOLE_FUKUI,18000230961701173-BED0004,0,道路改良工事（社会資本整備総合交付金（広域連携）) 地質調査業務委託その2,01,01,Br-9,福井県　丹南土木事務所,2017-09-19,2017-09-21,373.15,9,0,0,50,0.4,0000,000000,000000000,00000,0000,0000,0000,000,311194,"福井県　南条郡　南越前町　板取地係　(No.43,R24)",1,0,136.15543055556,35.711530555556
3131,BOREHOLE_FUKUI,18000210541700484-BED0002,,平成29年度農村災害対策整備事業　勝山大用水地区　業務委託第4号,83,08,Bo.No2,福井県奥越農林総合事務所,2017-06-09,2017-12-15,156.91,16.07,0,0,50,3.03,0000,111100,000000000,11111,0000,0000,0000,000,311015,勝山市平泉寺町大渡他地係,1,0,136.51438055556,36.029808333333
3141,BOREHOLE_FUKUI,18000210541700484-BED0003,,平成29年度農村災害対策整備事業　勝山大用水地区　業務委託第4号,83,08,Bo.No3,福井県奥越農林総合事務所,2017-06-09,2017-12-15,158.67,17.06,0,0,50,3.05,0000,111100,000000000,11111,0000,0000,0000,000,311016,勝山市平泉寺町大渡他地係,1,0,136.51365,36.032186111111
3142,BOREHOLE_FUKUI,18000231451700406-BED0003,,道路改良工事（防災・安全交付金）調査業務委託28-6,01,04,BV-3,福井県嶺南振興局敦賀土木事務所,2017-08-24,2017-08-26,8.34,15.04,0,0,50,1.53,0000,111101,000000000,00000,0000,0000,1100,111,311298,福井県三方上中郡若狭町神子（No.48+16.00 L-6.00）,1,0,135.83743905556,35.623739777778
3143,BOREHOLE_FUKUI,18000230961704108-BED0002,,道路改良工事(防災・安全交付金)　地質調査業務委託その3,01,04,BT-1-2,福井県丹南土木事務所,2018-02-02,2018-11-29,273.85,30,0,0,50,5.49,1111,111101,000000000,00000,0000,0000,1100,111,311227,福井県今立郡池田町板垣　地係,1,0,136.3224275,35.884630555556
3189,BOREHOLE_FUKUI,18000230961705521-BED0002,,通常砂防工事（防災・安全交付金）調査業務委託その2,09,06,B-NO.2,福井県丹南土木事務所 鯖江丹生土木部,2018-04-25,2018-12-21,98.69,8,0,0,50,1.53,0000,000000,000000000,00000,0000,0000,0000,000,311574,福井県鯖江市沢町　地係,1,0,136.30392302778,35.948794277778
3190,BOREHOLE_FUKUI,18000230961801811-BED0003,,道路改良工事　地質調査業務委託30-4,01,04,BT-3,福井県丹南土木事務所,2018-08-03,2019-03-20,241.72,77,0,0,-9999,-99.99,0000,111101,000000000,00000,0000,0000,1100,111,311575,福井県今立郡池田町白粟　地係,1,0,136.36004583333,35.937856111111
3191,BOREHOLE_FUKUI,18000230961801811-BED0004,,道路改良工事　地質調査業務委託30-4,01,04,BT-4,福井県丹南土木事務所,2018-08-03,2019-03-20,190.16,24,0,0,50,1.92,0000,111101,000000000,00000,0000,0000,1100,111,311576,福井県今立郡池田町白粟　地係,1,0,136.35753083333,35.932971666667
3195,BOREHOLE_FUKUI,BED10418000011723,火山砂防工事,土質調査業務委託,09,10,BNo.1(No.37+17.0),福井県大野土木事務所,2003-08-11,2003-09-30,773.78,5,0,0,50,0,0000,000000,000000000,00000,0000,0000,0000,000,309697,中ノ水谷川 大野市上打波地係,1,0,136.71007194444,36.026898611111
